Mois;Qualité;Territoire;Production totale;Production nucléaire;Production thermique totale;Production thermique charbon;Production thermique fioul;Production thermique gaz;Production hydraulique;Production éolien;Production solaire;Production bioénergies;Consommation totale;Solde exportateur;Echanges export;Echanges import;Echanges avec le Royaume-Uni;Echanges avec l'Espagne;Echanges avec l'Italie;Echanges avec la Suisse;Echanges avec l'Allemagne et la Belgique;
2018-12;Données définitives;Hauts-de-France;5993;3936;987;0;6;980;1;983;1;82;4915;1078;;;;;;;;
2018-12;Données définitives;PACA;1747;;766;-2;21;747;821;7;72;79;4084;-2340;;;;;;;;
2018-12;Données définitives;Pays-de-la-Loire;609;;349;81;19;247;2;217;7;33;2737;-2127;;;;;;;;
2019-01;Données consolidées;Grand-Est;11263;8456;1415;259;10;1145;604;669;16;101;4916;6298;;;;;;;;
2019-01;Données consolidées;Nouvelle-Aquitaine;5644;4814;221;;10;210;201;149;104;154;5112;532;;;;;;;;
2019-01;Données consolidées;Auvergne-Rhône-Alpes;12002;9036;428;8;28;391;2274;114;45;102;7610;4078;;;;;;;;
2019-01;Données consolidées;Bourgogne-Franche-Comté;379;;127;;1;126;97;123;11;20;2410;-2036;;;;;;;;
2019-01;Données consolidées;Bretagne;420;;200;;10;189;46;132;10;30;2564;-2149;;;;;;;;
2019-01;Données consolidées;Centre-Val de Loire;8019;7662;88;;0;88;5;213;11;38;2250;5768;;;;;;;;
2019-01;Données consolidées;France;55990;40157;6543;425;297;5820;4990;2956;459;882;54186;1030;5644;4614;974;311;1391;947;-2594;
2019-01;Données consolidées;Ile-de-France;525;;390;0;8;382;6;10;3;113;8093;-7568;;;;;;;;
2019-01;Données consolidées;Occitanie;3460;1899;68;;0;67;854;463;107;66;4670;-1354;;;;;;;;
2019-01;Données consolidées;Normandie;4824;4253;364;47;42;274;10;145;6;44;3119;1705;;;;;;;;
2019-01;Données consolidées;Hauts-de-France;6312;4035;1403;4;7;1390;1;768;5;98;5383;929;;;;;;;;
2019-01;Données consolidées;PACA;2232;;1174;0;21;1152;861;17;101;77;4676;-2449;;;;;;;;
2019-01;Données consolidées;Pays-de-la-Loire;737;;528;105;23;399;2;146;25;34;3118;-2381;;;;;;;;
2019-02;Données consolidées;Grand-Est;9088;6838;1021;104;10;906;530;574;34;87;4148;4898;;;;;;;;
2019-02;Données consolidées;Nouvelle-Aquitaine;5370;4345;188;;9;179;329;154;214;138;4020;1350;;;;;;;;
2019-02;Données consolidées;Auvergne-Rhône-Alpes;10919;8160;276;7;24;244;2228;89;73;90;6220;4439;;;;;;;;
2019-02;Données consolidées;Bourgogne-Franche-Comté;391;;116;;1;115;95;129;22;28;2014;-1628;;;;;;;;
2019-02;Données consolidées;Bretagne;431;;176;;4;172;48;159;13;33;2126;-1700;;;;;;;;
2019-02;Données consolidées;Centre-Val de Loire;7991;7674;69;;0;69;11;178;21;36;1818;6173;;;;;;;;
2019-02;Données consolidées;France;50285;36089;4976;241;202;4532;5061;2612;742;802;44356;5288;7883;2594;1231;1539;1841;1413;-736;
2019-02;Données consolidées;Ile-de-France;422;;301;0;5;296;6;9;4;100;6637;-6214;;;;;;;;
2019-02;Données consolidées;Occitanie;2734;1258;59;;0;59;925;262;164;63;3624;-1021;;;;;;;;
2019-02;Données consolidées;Normandie;5124;4477;440;120;37;282;12;151;9;31;2612;2512;;;;;;;;
2019-02;Données consolidées;Hauts-de-France;5274;3335;1102;6;7;1089;1;741;9;84;4549;725;;;;;;;;
2019-02;Données consolidées;PACA;1831;;817;-2;20;799;803;6;126;76;3797;-1970;;;;;;;;
2019-02;Données consolidées;Pays-de-la-Loire;563;;343;5;20;317;2;152;34;30;2567;-2003;;;;;;;;
2019-03;Données consolidées;Grand-Est;9373;6889;537;22;11;502;718;1095;43;89;4116;5203;;;;;;;;
2019-03;Données consolidées;Nouvelle-Aquitaine;5394;4167;169;;10;159;342;258;300;155;3900;1494;;;;;;;;
2019-03;Données consolidées;Auvergne-Rhône-Alpes;10417;7488;182;3;27;151;2407;140;98;99;6059;3990;;;;;;;;
2019-03;Données consolidées;Bourgogne-Franche-Comté;513;;101;;1;100;114;236;28;32;1987;-1480;;;;;;;;
2019-03;Données consolidées;Bretagne;539;;185;;1;184;44;254;17;37;2112;-1576;;;;;;;;
2019-03;Données consolidées;Centre-Val de Loire;7714;7221;70;;0;70;9;343;27;41;1788;5925;;;;;;;;
2019-03;Données consolidées;France;50544;35497;3430;20;223;3186;5174;4492;1023;927;43211;6565;9037;2472;1371;2021;1841;1632;-300;
2019-03;Données consolidées;Ile-de-France;444;;266;0;4;261;7;19;6;145;6471;-6026;;;;;;;;
2019-03;Données consolidées;Occitanie;2712;1125;58;;1;56;829;398;228;72;3320;-736;;;;;;;;
2019-03;Données consolidées;Normandie;5983;5369;312;-5;38;279;12;236;11;41;2598;3385;;;;;;;;
2019-03;Données consolidées;Hauts-de-France;5357;3236;767;2;7;757;1;1247;10;94;4662;695;;;;;;;;
2019-03;Données consolidées;PACA;1404;;467;-2;13;456;663;10;181;81;3466;-2070;;;;;;;;
2019-03;Données consolidées;Pays-de-la-Loire;560;;226;-1;22;205;3;250;45;35;2530;-1970;;;;;;;;
2019-04;Données consolidées;Grand-Est;7868;6027;589;32;7;548;613;502;51;83;3642;4182;;;;;;;;
2019-04;Données consolidées;Nouvelle-Aquitaine;4601;3713;24;;10;13;284;138;301;139;3433;1168;;;;;;;;
2019-04;Données consolidées;Auvergne-Rhône-Alpes;8261;5920;64;4;19;40;1987;103;104;79;5278;2685;;;;;;;;
2019-04;Données consolidées;Bourgogne-Franche-Comté;295;;43;;0;43;71;115;32;32;1722;-1433;;;;;;;;
2019-04;Données consolidées;Bretagne;242;;2;;1;0;45;136;21;36;1851;-1614;;;;;;;;
2019-04;Données consolidées;Centre-Val de Loire;6822;6563;8;;0;8;3;171;33;42;1482;5339;;;;;;;;
2019-04;Données consolidées;France;42694;31756;2263;24;216;2022;4515;2342;1041;774;37875;4268;6433;2165;655;1304;1176;831;300;
2019-04;Données consolidées;Ile-de-France;111;;2;0;2;0;7;9;8;84;5487;-5376;;;;;;;;
2019-04;Données consolidées;Occitanie;3170;1729;1;;1;0;821;339;219;58;3047;80;;;;;;;;
2019-04;Données consolidées;Normandie;5579;5184;223;-4;35;192;11;111;15;32;2267;3312;;;;;;;;
2019-04;Données consolidées;Hauts-de-France;3907;2617;623;0;1;621;1;563;14;87;4033;-126;;;;;;;;
2019-04;Données consolidées;PACA;1306;;421;-2;16;407;644;9;167;62;3248;-1945;;;;;;;;
2019-04;Données consolidées;Pays-de-la-Loire;383;;156;-7;18;145;2;138;52;33;2193;-1810;;;;;;;;
2019-05;Données consolidées;Grand-Est;6902;4948;534;8;8;517;819;450;64;85;3521;3334;;;;;;;;
2019-05;Données consolidées;Nouvelle-Aquitaine;5071;4056;31;;10;20;329;150;356;147;3224;1847;;;;;;;;
2019-05;Données consolidées;Auvergne-Rhône-Alpes;9434;6544;55;5;19;30;2498;119;127;90;5046;4051;;;;;;;;
2019-05;Données consolidées;Bourgogne-Franche-Comté;274;;19;;0;19;69;122;38;23;1665;-1394;;;;;;;;
2019-05;Données consolidées;Bretagne;219;;0;;0;0;47;105;26;39;1631;-1417;;;;;;;;
2019-05;Données consolidées;Centre-Val de Loire;6629;6370;5;;0;4;4;166;37;45;1369;5260;;;;;;;;
2019-05;Données consolidées;France;43612;31668;2023;3;149;1870;5567;2251;1263;838;35543;7294;8587;1293;1144;1090;1691;1236;2131;
2019-05;Données consolidées;Ile-de-France;123;;0;0;1;0;7;10;9;96;5266;-5142;;;;;;;;
2019-05;Données consolidées;Occitanie;3320;1628;1;;1;0;959;393;274;62;2709;408;;;;;;;;
2019-05;Données consolidées;Normandie;5998;5629;206;-5;25;185;10;92;19;40;2115;3882;;;;;;;;
2019-05;Données consolidées;Hauts-de-France;3508;2491;415;2;1;412;1;495;16;87;3886;-377;;;;;;;;
2019-05;Données consolidées;PACA;1587;;518;-1;16;503;766;11;207;83;2969;-1382;;;;;;;;
2019-05;Données consolidées;Pays-de-la-Loire;413;;183;-4;10;177;1;129;63;35;1965;-1551;;;;;;;;
2019-06;Données consolidées;Grand-Est;6289;4395;431;12;5;414;906;409;74;70;3199;3044;;;;;;;;
2019-06;Données consolidées;Nouvelle-Aquitaine;4760;3896;27;;7;19;229;105;379;122;2947;1813;;;;;;;;
2019-06;Données consolidées;Auvergne-Rhône-Alpes;9845;6593;94;4;19;70;2873;70;141;71;4622;4927;;;;;;;;
2019-06;Données consolidées;Bourgogne-Franche-Comté;213;;17;;0;17;37;98;40;19;1472;-1259;;;;;;;;
2019-06;Données consolidées;Bretagne;205;;0;;0;0;47;95;26;34;1480;-1281;;;;;;;;
2019-06;Données consolidées;Centre-Val de Loire;5740;5509;0;;0;0;2;145;41;41;1237;4502;;;;;;;;
2019-06;Données consolidées;France;40156;28560;1826;13;156;1656;5777;1887;1362;740;32514;6977;8084;1107;851;815;1713;1363;2232;
2019-06;Données consolidées;Ile-de-France;117;;1;0;1;0;4;8;10;91;4744;-4627;;;;;;;;
2019-06;Données consolidées;Occitanie;2658;1259;2;;2;0;824;219;293;58;2539;-75;;;;;;;;
2019-06;Données consolidées;Normandie;5484;5158;160;-4;23;140;8;95;19;40;1876;3607;;;;;;;;
2019-06;Données consolidées;Hauts-de-France;2900;1748;521;4;0;516;0;525;18;86;3512;-611;;;;;;;;
2019-06;Données consolidées;PACA;1523;;403;0;14;388;829;5;219;66;2923;-1400;;;;;;;;
2019-06;Données consolidées;Pays-de-la-Loire;307;;95;-2;8;89;1;106;68;35;1789;-1482;;;;;;;;
2019-07;Données consolidées;Grand-Est;6519;4418;810;14;5;789;783;355;76;74;3298;3178;;;;;;;;
2019-07;Données consolidées;Nouvelle-Aquitaine;4483;3728;24;;6;17;73;109;417;129;3245;1238;;;;;;;;
2019-07;Données consolidées;Auvergne-Rhône-Alpes;10263;7556;125;5;16;102;2291;58;150;81;4906;5152;;;;;;;;
2019-07;Données consolidées;Bourgogne-Franche-Comté;192;;19;;0;19;15;93;45;18;1526;-1333;;;;;;;;
2019-07;Données consolidées;Bretagne;224;;1;;1;0;48;104;30;39;1524;-1306;;;;;;;;
2019-07;Données consolidées;Centre-Val de Loire;5413;5176;0;;0;0;0;145;46;44;1352;4060;;;;;;;;
2019-07;Données consolidées;France;40510;29195;2932;70;201;2660;4401;1738;1446;797;34543;5431;7208;1776;965;772;1933;591;1167;
2019-07;Données consolidées;Ile-de-France;153;;16;0;3;13;3;9;10;113;4753;-4599;;;;;;;;
2019-07;Données consolidées;Occitanie;2536;1415;0;;0;0;531;214;307;67;2974;-577;;;;;;;;
2019-07;Données consolidées;Normandie;4792;4471;182;10;29;142;4;82;23;28;1903;2889;;;;;;;;
2019-07;Données consolidées;Hauts-de-France;3752;2427;768;1;0;766;0;443;18;94;3609;142;;;;;;;;
2019-07;Données consolidées;PACA;1554;;618;0;15;602;640;4;219;70;3321;-1769;;;;;;;;
2019-07;Données consolidées;Pays-de-la-Loire;478;;255;37;13;204;0;114;74;34;1921;-1443;;;;;;;;
2019-08;Données consolidées;Grand-Est;6783;4948;538;16;8;512;814;331;73;76;2969;3723;;;;;;;;
2019-08;Données consolidées;Nouvelle-Aquitaine;3558;2857;27;;10;16;59;89;387;137;3023;535;;;;;;;;
2019-08;Données consolidées;Auvergne-Rhône-Alpes;9061;6944;77;1;14;61;1748;58;144;87;4359;4427;;;;;;;;
2019-08;Données consolidées;Bourgogne-Franche-Comté;200;;30;;0;30;29;80;43;16;1311;-1113;;;;;;;;
2019-08;Données consolidées;Bretagne;228;;0;;0;0;51;109;27;39;1466;-1244;;;;;;;;
2019-08;Données consolidées;Centre-Val de Loire;5698;5459;8;;0;8;0;141;41;46;1245;4452;;;;;;;;
2019-08;Données consolidées;France;37581;27721;2213;25;204;1983;3752;1647;1368;878;31505;5433;7282;1849;898;969;1290;693;1580;
2019-08;Données consolidées;Ile-de-France;139;;13;0;2;10;2;12;10;101;4193;-4053;;;;;;;;
2019-08;Données consolidées;Occitanie;2568;1550;0;;0;0;478;163;303;72;2750;-343;;;;;;;;
2019-08;Données consolidées;Normandie;3973;3605;204;-3;29;178;5;93;21;43;1767;2205;;;;;;;;
2019-08;Données consolidées;Hauts-de-France;3592;2353;670;1;0;669;0;456;18;92;3286;306;;;;;;;;
2019-08;Données consolidées;PACA;1235;;344;0;16;329;553;5;205;126;3192;-1963;;;;;;;;
2019-08;Données consolidées;Pays-de-la-Loire;395;;185;9;9;167;0;104;68;36;1736;-1341;;;;;;;;
2019-09;Données consolidées;Grand-Est;7310;5087;890;15;8;866;617;583;59;72;3189;4039;;;;;;;;
2019-09;Données consolidées;Nouvelle-Aquitaine;4321;3563;26;;10;16;91;178;323;137;2935;1385;;;;;;;;
2019-09;Données consolidées;Auvergne-Rhône-Alpes;8452;6886;173;6;17;149;1112;75;125;78;4531;3590;;;;;;;;
2019-09;Données consolidées;Bourgogne-Franche-Comté;265;;40;;0;40;37;135;37;14;1474;-1214;;;;;;;;
2019-09;Données consolidées;Bretagne;280;;1;;1;0;47;169;25;36;1481;-1206;;;;;;;;
2019-09;Données consolidées;Centre-Val de Loire;5284;4962;9;;0;9;0;229;35;46;1275;4008;;;;;;;;
2019-09;Données consolidées;France;37651;27533;2913;29;179;2705;2582;2686;1159;775;32248;4726;6677;1950;761;810;1596;1106;450;
2019-09;Données consolidées;Ile-de-France;147;;17;0;1;16;3;19;11;95;4535;-4388;;;;;;;;
2019-09;Données consolidées;Occitanie;2526;1643;0;;0;0;328;249;250;54;2592;-177;;;;;;;;
2019-09;Données consolidées;Normandie;3499;3120;172;-1;25;148;5;143;17;39;1853;1645;;;;;;;;
2019-09;Données consolidées;Hauts-de-France;3769;2268;682;4;2;675;0;721;14;82;3554;214;;;;;;;;
2019-09;Données consolidées;PACA;1184;;584;-1;18;567;332;6;174;86;2855;-1677;;;;;;;;
2019-09;Données consolidées;Pays-de-la-Loire;498;;230;7;8;215;0;174;62;31;1807;-1308;;;;;;;;
2019-10;Données consolidées;Grand-Est;10347;7780;910;18;8;882;721;811;36;87;3746;6528;;;;;;;;
2019-10;Données consolidées;Nouvelle-Aquitaine;4812;4134;58;;10;47;109;184;201;124;3221;1591;;;;;;;;
2019-10;Données consolidées;Auvergne-Rhône-Alpes;9619;7262;241;7;19;214;1839;117;84;74;4929;4306;;;;;;;;
2019-10;Données consolidées;Bourgogne-Franche-Comté;329;;34;;0;34;72;184;22;15;1685;-1360;;;;;;;;
2019-10;Données consolidées;Bretagne;290;;1;;0;1;50;186;17;34;1784;-1498;;;;;;;;
2019-10;Données consolidées;Centre-Val de Loire;5105;4746;17;;0;17;1;276;21;41;1434;3671;;;;;;;;
2019-10;Données consolidées;France;41255;29162;3298;40;170;3087;3808;3420;779;786;36482;4101;6585;2483;573;993;1614;1102;-183;
2019-10;Données consolidées;Ile-de-France;192;;53;0;2;50;4;23;8;103;5549;-5356;;;;;;;;
2019-10;Données consolidées;Occitanie;1983;956;0;;0;0;466;324;176;60;2683;-742;;;;;;;;
2019-10;Données consolidées;Normandie;2707;2337;116;15;18;81;8;189;12;44;2177;529;;;;;;;;
2019-10;Données consolidées;Hauts-de-France;3926;1946;933;4;1;926;0;942;10;92;4122;-195;;;;;;;;
2019-10;Données consolidées;PACA;1361;;624;-1;22;603;531;8;128;68;2915;-1557;;;;;;;;
2019-10;Données consolidées;Pays-de-la-Loire;484;;229;-5;9;226;0;172;42;39;2084;-1600;;;;;;;;
2019-11;Données consolidées;Grand-Est;10949;8088;1224;94;11;1118;712;797;23;102;4254;6610;;;;;;;;
2019-11;Données consolidées;Nouvelle-Aquitaine;5175;4077;158;;11;146;472;228;113;125;4156;1019;;;;;;;;
2019-11;Données consolidées;Auvergne-Rhône-Alpes;9404;5971;351;8;22;320;2820;106;60;93;5842;3200;;;;;;;;
2019-11;Données consolidées;Bourgogne-Franche-Comté;426;;116;;0;116;90;187;15;15;1936;-1513;;;;;;;;
2019-11;Données consolidées;Bretagne;467;;153;;10;142;54;209;15;34;2211;-1748;;;;;;;;
2019-11;Données consolidées;Centre-Val de Loire;5470;5039;68;;0;67;12;292;16;41;1784;3685;;;;;;;;
2019-11;Données consolidées;France;46161;29133;5768;473;190;5104;6501;3406;518;832;44180;1118;5136;4018;886;-531;1149;732;-1119;
2019-11;Données consolidées;Ile-de-France;482;;349;0;15;333;6;22;5;98;6726;-6244;;;;;;;;
2019-11;Données consolidées;Occitanie;2719;907;50;;0;50;1253;321;123;62;3509;-941;;;;;;;;
2019-11;Données consolidées;Normandie;3273;2638;392;117;26;248;14;171;10;45;2629;643;;;;;;;;
2019-11;Données consolidées;Hauts-de-France;4597;2411;1222;10;9;1201;1;852;9;99;4636;-39;;;;;;;;
2019-11;Données consolidées;PACA;2172;;1034;-1;23;1012;974;7;80;75;3685;-1513;;;;;;;;
2019-11;Données consolidées;Pays-de-la-Loire;883;;603;244;12;346;1;206;35;37;2616;-1732;;;;;;;;
2019-12;Données consolidées;Grand-Est;11411;8509;906;83;13;809;773;1092;19;109;4479;6839;;;;;;;;
2019-12;Données consolidées;Nouvelle-Aquitaine;5327;3965;155;;12;143;692;283;104;126;4371;955;;;;;;;;
2019-12;Données consolidées;Auvergne-Rhône-Alpes;11260;7464;285;7;24;254;3222;135;50;102;6310;4526;;;;;;;;
2019-12;Données consolidées;Bourgogne-Franche-Comté;558;;118;;0;118;144;261;12;20;2030;-1474;;;;;;;;
2019-12;Données consolidées;Bretagne;568;;185;;14;171;58;274;11;38;2410;-1847;;;;;;;;
2019-12;Données consolidées;Centre-Val de Loire;5764;5239;79;;0;79;32;356;12;42;1937;3827;;;;;;;;
2019-12;Données consolidées;France;51350;32985;4481;252;188;4039;7870;4694;446;871;47096;3435;7118;3683;920;-395;1639;1488;-216;
2019-12;Données consolidées;Ile-de-France;424;;289;0;16;273;3;29;5;97;7197;-6772;;;;;;;;
2019-12;Données consolidées;Occitanie;3897;1578;65;;0;65;1688;399;101;63;3705;-2;;;;;;;;
2019-12;Données consolidées;Normandie;3706;3013;364;49;25;290;12;262;7;47;2845;860;;;;;;;;
2019-12;Données consolidées;Hauts-de-France;5576;3214;934;10;9;914;1;1318;5;102;4851;725;;;;;;;;
2019-12;Données consolidées;PACA;1957;;646;0;17;628;1140;9;80;81;3930;-1974;;;;;;;;
2019-12;Données consolidées;Pays-de-la-Loire;743;;406;102;13;291;1;270;25;39;2816;-2072;;;;;;;;
2020-01;Données consolidées;Grand-Est;10270;8643;1011;22;0;987;526;50;8;29;3470;6711;;;;;;;;
2020-01;Données consolidées;Nouvelle-Aquitaine;4854;4179;78;;0;78;350;147;26;72;4143;711;;;;;;;;
2020-01;Données consolidées;Auvergne-Rhône-Alpes;11150;8382;233;6;11;215;2487;5;3;37;6362;4483;;;;;;;;
2020-01;Données consolidées;Bourgogne-Franche-Comté;157;;59;;0;59;63;15;3;15;1877;-1724;;;;;;;;
2020-01;Données consolidées;Bretagne;66;;7;;3;3;55;0;0;2;1974;-1915;;;;;;;;
2020-01;Données consolidées;Centre-Val de Loire;7089;6951;30;;0;30;11;81;2;11;1687;5402;;;;;;;;
2020-01;Données consolidées;France;48295;37352;4150;157;159;3833;5845;541;76;329;43304;4252;7740;3488;759;964;1918;1553;-943;
2020-01;Données consolidées;Ile-de-France;63;;33;0;6;26;0;0;0;29;7209;-7145;;;;;;;;
2020-01;Données consolidées;Occitanie;3112;1812;12;;0;12;1159;98;4;24;3520;-527;;;;;;;;
2020-01;Données consolidées;Normandie;4543;4276;241;41;27;172;0;0;0;24;2591;1951;;;;;;;;
2020-01;Données consolidées;Hauts-de-France;4440;3105;1152;0;0;1152;0;139;0;41;3820;619;;;;;;;;
2020-01;Données consolidées;PACA;2038;;855;0;17;837;1131;2;12;35;3972;-1939;;;;;;;;
2020-01;Données consolidées;Pays-de-la-Loire;364;;359;86;16;256;0;0;1;3;2437;-2073;;;;;;;;
2020-02;Données consolidées;Grand-Est;9002;6104;686;16;4;665;731;1375;29;75;4009;4920;;;;;;;;
2020-02;Données consolidées;Nouvelle-Aquitaine;5574;4411;153;;0;153;383;309;179;136;3913;1661;;;;;;;;
2020-02;Données consolidées;Auvergne-Rhône-Alpes;10838;7646;223;7;9;206;2653;144;76;93;6014;4402;;;;;;;;
2020-02;Données consolidées;Bourgogne-Franche-Comté;578;;105;;0;105;125;294;20;33;1933;-1360;;;;;;;;
2020-02;Données consolidées;Bretagne;613;;178;;8;169;57;332;10;33;2156;-1548;;;;;;;;
2020-02;Données consolidées;Centre-Val de Loire;7118;6505;69;;0;69;20;462;19;39;1810;5307;;;;;;;;
2020-02;Données consolidées;France;50564;33178;3820;84;183;3552;6312;5806;674;771;43169;6537;8387;1850;1096;1194;2113;1909;223;
2020-02;Données consolidées;Ile-de-France;343;;216;0;3;213;1;37;5;82;6431;-6088;;;;;;;;
2020-02;Données consolidées;Occitanie;3243;1583;63;;0;63;1004;369;164;57;3336;-269;;;;;;;;
2020-02;Données consolidées;Normandie;4739;4074;284;-5;29;260;8;323;7;40;2619;2120;;;;;;;;
2020-02;Données consolidées;Hauts-de-France;5572;2852;815;0;5;809;1;1813;6;83;4578;994;;;;;;;;
2020-02;Données consolidées;PACA;2039;;591;0;14;577;1266;7;115;58;3598;-1565;;;;;;;;
2020-02;Données consolidées;Pays-de-la-Loire;739;;338;66;13;257;2;333;30;35;2532;-1792;;;;;;;;
